sentence_id,text,aspect_term,polarity,char_from,char_to,category,domain,label
302,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive,59,70,,laptop,0
204,The screen resolution was exactly what I was looking for.,screen resolution,positive,4,21,,laptop,0
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Snow Leopard,positive,26,38,,laptop,0
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative,78,81,,laptop,1
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Office Mac applications,negative,147,170,,laptop,1
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,negative,179,183,,laptop,1
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Excel,negative,187,192,,laptop,1
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,negative,106,120,,laptop,1
2780,There is no number pad to the right of the keyboard which is a bummer.,pad,negative,19,22,,laptop,1
2780,There is no number pad to the right of the keyboard which is a bummer.,keyboard,negative,43,51,,laptop,1
1105,After 20-30 min the screen of the notebook switched off.,screen,negative,20,26,,laptop,1
2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive,156,164,,laptop,0
2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iLife,positive,170,175,,laptop,0
2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,positive,180,185,,laptop,0
572,10 hours of battery life is really something else....,battery life,positive,12,24,,laptop,0
15,Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive,18,41,,laptop,0
15,Runs fast and the regular layout keyboard is so much better.,Runs,positive,0,4,,laptop,0
659,I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive,14,21,,laptop,0
659,I reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,positive,34,48,,laptop,0
97,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,negative,50,65,,laptop,1
97,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",online chat service,negative,135,154,,laptop,1
1493,""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive,4,10,,laptop,0
107,My laptop now has no battery.,battery,negative,21,28,,laptop,1
2594,It made the computer much easier to use and navigate.,use,positive,36,39,,laptop,0
2594,It made the computer much easier to use and navigate.,navigate,positive,44,52,,laptop,0
3034,":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,negative,57,69,,laptop,1
2735,"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,negative,21,28,,laptop,1
1348,in May I started having problems with the USB ports not working.,USB ports,negative,42,51,,laptop,1
675,10 plus hours of battery...,battery,positive,17,24,,laptop,0
1538,"The design is awesome, quality is unprecedented.",design,positive,4,10,,laptop,0
1538,"The design is awesome, quality is unprecedented.",quality,positive,23,30,,laptop,0
1495,The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office,positive,4,35,,laptop,0
2413,"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,positive,39,55,,laptop,0
2307,The Toshiba Net book operates very well.,operates,positive,21,29,,laptop,0
2448,The pictures are clear as can be.,pictures,positive,4,12,,laptop,0
2210,"It is also very lightweight, making transporting this computer very easy.",transporting,positive,36,48,,laptop,0
2243,It's wonderful for computer gaming.,gaming,positive,28,34,,laptop,0
1036,You have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,negative,75,93,,laptop,1
1036,You have to toss out the wifi card and replace it just to have any sort of network capability.,wifi card,negative,25,34,,laptop,1
7,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,positive,52,59,,laptop,0
560,it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,positive,30,33,,laptop,0
2495,"The flaws are, this computer is not for computer gamers because of the OS X.",OS X,negative,71,75,,laptop,1
1856,They really do have the worlds very worst repair service.,repair service,negative,42,56,,laptop,1
475,They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,negative,71,94,,laptop,1
937,  I was also able to install and use my Photoshop and AfterEffects programs easily.,Photoshop,positive,40,49,,laptop,0
937,  I was also able to install and use my Photoshop and AfterEffects programs easily.,AfterEffects programs,positive,54,75,,laptop,0
1420, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,negative,135,143,,laptop,1
2346,I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive,32,36,,laptop,0
2346,I'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,positive,41,54,,laptop,0
433,And having to deal with the company has been a even worse nightmare.,company,negative,28,35,,laptop,1
1764,It has all the features that are necessary for college and if not they are able to be added onto the computer.,features,positive,15,23,,laptop,0
2718,"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button,negative,61,73,,laptop,1
995,"It did fairly well, other than it's poor performance, overheating and occational blue screen.",performance,negative,41,52,,laptop,1
2219,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",touchpad,positive,4,12,,laptop,0
2219,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",buttons,neutral,68,75,,laptop,2
607,tons of bloatware and junk programs.,programs,negative,27,35,,laptop,1
610,lots of extra space but the keyboard is ridiculously small.,space,positive,14,19,,laptop,0
610,lots of extra space but the keyboard is ridiculously small.,keyboard,negative,28,36,,laptop,1
3030,It's so bad that I'm thinking I only got half a battery or something.,battery,negative,48,55,,laptop,1
687,"Good keyboard, long battery life, largest hard drive and windows 7.",keyboard,positive,5,13,,laptop,0
687,"Good keyboard, long battery life, largest hard drive and windows 7.",battery life,positive,20,32,,laptop,0
687,"Good keyboard, long battery life, largest hard drive and windows 7.",hard drive,positive,42,52,,laptop,0
687,"Good keyboard, long battery life, largest hard drive and windows 7.",windows 7,positive,57,66,,laptop,0
520,My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,battery,negative,3,10,,laptop,1
2610,"It pretty much does everything we could ever need, and looks great to boot.",boot,positive,70,74,,laptop,0
